[0.000000] (-) TimerEvent: {}
[0.000323] (warehouse_exercise) JobQueued: {'identifier': 'warehouse_exercise', 'dependencies': OrderedDict()}
[0.141086] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/rviz/tb3_navigation2.rviz\n'}
[0.141133] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/param\n'}
[0.141180] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/param/burger.yaml\n'}
[0.141226] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/param/waffle_pi.yaml\n'}
[0.141272] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/param/waffle.yaml\n'}
[0.141373] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/environment/aws_robomaker_small_warehouse_world.dsv\n'}
[0.141474] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/ament_index/resource_index/package_run_dependencies/warehouse_exercise\n'}
[0.141535] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/ament_index/resource_index/parent_prefix_path/warehouse_exercise\n'}
[0.141692] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/environment/ament_prefix_path.sh\n'}
[0.141760] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/environment/ament_prefix_path.dsv\n'}
[0.141906] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/environment/path.sh\n'}
[0.142051] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/environment/path.dsv\n'}
[0.142117] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/local_setup.bash\n'}
[0.142180] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/local_setup.sh\n'}
[0.142240] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/local_setup.zsh\n'}
[0.142310] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/local_setup.dsv\n'}
[0.142420] (warehouse_exercise) StdoutLine: {'line': b'-- Installing: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/package.dsv\n'}
[0.142485] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/ament_index/resource_index/packages/warehouse_exercise\n'}
[0.142546] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/cmake/ament_cmake_export_dependencies-extras.cmake\n'}
[0.142609] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/cmake/warehouse_exerciseConfig.cmake\n'}
[0.142695] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/cmake/warehouse_exerciseConfig-version.cmake\n'}
[0.142760] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/package.xml\n'}
[0.142968] (warehouse_exercise) CommandEnded: {'returncode': 0}
[0.173710] (warehouse_exercise) JobEnded: {'identifier': 'warehouse_exercise', 'rc': 0}
[0.174395] (-) EventReactorShutdown: {}
